image_id,report_file,split,duplicate_group,leaks_into_test
Img090,Reports/Img090.txt,train,84,
Img091,Reports/Img091.txt,train,85,
Img092,Reports/Img092.txt,train,86,
Img093,Reports/Img093.txt,train,87,
Img094,Reports/Img094.txt,train,88,
Img095,Reports/Img095.txt,train,89,
Img096,Reports/Img096.txt,train,90,
Img097,Reports/Img097.txt,train,91,
Img098,Reports/Img098.txt,train,92,
Img099,Reports/Img099.txt,train,93,
Img100,Reports/Img100.txt,train,94,
Img101,Reports/Img101.txt,train,95,
Img102,Reports/Img102.txt,train,96,
Img103,Reports/Img103.txt,train,97,
Img104,Reports/Img104.txt,train,98,
Img105,Reports/Img105.txt,train,99,
Img106,Reports/Img106.txt,train,100,
Img107,Reports/Img107.txt,train,101,
Img108,Reports/Img108.txt,train,102,
Img109,Reports/Img109.txt,train,103,
Img110,Reports/Img110.txt,train,104,
Img111,Reports/Img111.txt,train,105,
Img112,Reports/Img112.txt,train,106,
Img113,Reports/Img113.txt,train,107,
Img114,Reports/Img114.txt,train,108,
Img115,Reports/Img115.txt,train,109,
Img116,Reports/Img116.txt,train,110,
Img117,Reports/Img117.txt,train,111,
Img118,Reports/Img118.txt,train,112,
Img119,Reports/Img119.txt,train,113,
Img120,Reports/Img120.txt,train,113,
Img121,Reports/Img121.txt,train,114,
Img122,Reports/Img122.txt,train,115,
Img123,Reports/Img123.txt,train,107,
Img124,Reports/Img124.txt,train,116,
Img125,Reports/Img125.txt,train,117,
Img126,Reports/Img126.txt,train,118,
Img127,Reports/Img127.txt,train,119,
Img128,Reports/Img128.txt,train,107,
Img129,Reports/Img129.txt,train,120,
Img130,Reports/Img130.txt,train,121,
Img131,Reports/Img131.txt,train,122,
Img132,Reports/Img132.txt,train,123,
Img133,Reports/Img133.txt,train,121,
Img134,Reports/Img134.txt,train,124,
Img135,Reports/Img135.txt,train,121,
Img136,Reports/Img136.txt,train,125,
Img137,Reports/Img137.txt,train,113,
Img138,Reports/Img138.txt,train,126,
Img139,Reports/Img139.txt,train,127,
Img140,Reports/Img140.txt,train,128,
Img141,Reports/Img141.txt,train,129,
Img142,Reports/Img142.txt,train,130,
Img143,Reports/Img143.txt,train,131,
Img144,Reports/Img144.txt,train,132,
Img145,Reports/Img145.txt,train,133,
Img146,Reports/Img146.txt,train,134,
Img147,Reports/Img147.txt,train,135,
Img148,Reports/Img148.txt,train,136,
Img149,Reports/Img149.txt,train,137,
Img150,Reports/Img150.txt,train,138,
Img151,Reports/Img151.txt,train,69,
Img152,Reports/Img152.txt,train,69,
Img153,Reports/Img153.txt,train,139,
Img154,Reports/Img154.txt,train,140,
Img155,Reports/Img155.txt,train,141,
Img156,Reports/Img156.txt,train,142,
Img157,Reports/Img157.txt,train,143,
Img158,Reports/Img158.txt,train,144,
Img159,Reports/Img159.txt,train,145,
Img160,Reports/Img160.txt,train,146,
Img161,Reports/Img161.txt,train,147,
Img162,Reports/Img162.txt,train,148,
Img163,Reports/Img163.txt,train,149,
Img164,Reports/Img164.txt,train,150,
Img165,Reports/Img165.txt,train,151,
Img166,Reports/Img166.txt,train,152,
Img167,Reports/Img167.txt,train,153,
Img168,Reports/Img168.txt,train,153,
Img169,Reports/Img169.txt,train,154,
Img170,Reports/Img170.txt,train,155,
Img171,Reports/Img171.txt,train,156,
Img172,Reports/Img172.txt,train,157,
Img173,Reports/Img173.txt,train,158,
Img174,Reports/Img174.txt,train,159,
Img175,Reports/Img175.txt,train,153,
Img176,Reports/Img176.txt,train,160,
Img177,Reports/Img177.txt,train,161,
Img178,Reports/Img178.txt,train,162,
Img179,Reports/Img179.txt,train,163,
Img180,Reports/Img180.txt,train,164,
Img181,Reports/Img181.txt,train,165,
Img182,Reports/Img182.txt,train,153,
Img183,Reports/Img183.txt,train,153,
Img184,Reports/Img184.txt,train,166,
Img185,Reports/Img185.txt,train,165,
Img186,Reports/Img186.txt,train,167,
Img187,Reports/Img187.txt,train,168,
Img188,Reports/Img188.txt,train,169,
Img189,Reports/Img189.txt,train,170,
Img190,Reports/Img190.txt,train,69,
Img191,Reports/Img191.txt,train,171,
Img192,Reports/Img192.txt,train,172,
Img193,Reports/Img193.txt,train,172,
Img194,Reports/Img194.txt,train,173,
Img195,Reports/Img195.txt,train,174,
Img196,Reports/Img196.txt,train,175,
Img197,Reports/Img197.txt,train,158,
Img198,Reports/Img198.txt,train,176,
Img199,Reports/Img199.txt,train,177,
Img200,Reports/Img200.txt,train,178,
Img201,Reports/Img201.txt,train,179,
Img202,Reports/Img202.txt,train,180,
Img203,Reports/Img203.txt,train,181,
Img204,Reports/Img204.txt,train,182,
Img205,Reports/Img205.txt,train,183,
Img206,Reports/Img206.txt,train,184,
Img207,Reports/Img207.txt,train,185,
Img208,Reports/Img208.txt,train,186,
Img209,Reports/Img209.txt,train,172,
Img210,Reports/Img210.txt,train,172,
Img211,Reports/Img211.txt,train,187,
Img212,Reports/Img212.txt,train,188,
Img213,Reports/Img213.txt,train,189,
Img214,Reports/Img214.txt,train,190,
Img215,Reports/Img215.txt,train,191,
Img216,Reports/Img216.txt,train,192,
Img217,Reports/Img217.txt,train,143,
Img218,Reports/Img218.txt,train,193,
Img219,Reports/Img219.txt,train,194,
Img220,Reports/Img220.txt,train,195,
Img221,Reports/Img221.txt,train,196,
Img222,Reports/Img222.txt,train,197,
Img223,Reports/Img223.txt,train,153,
Img224,Reports/Img224.txt,train,153,
Img225,Reports/Img225.txt,train,161,
Img226,Reports/Img226.txt,train,161,
Img227,Reports/Img227.txt,train,153,
Img228,Reports/Img228.txt,train,153,
Img229,Reports/Img229.txt,train,198,
Img230,Reports/Img230.txt,train,198,
Img231,Reports/Img231.txt,train,199,
Img232,Reports/Img232.txt,train,200,
Img233,Reports/Img233.txt,train,201,
Img234,Reports/Img234.txt,train,202,
Img235,Reports/Img235.txt,train,153,
Img236,Reports/Img236.txt,train,203,
Img237,Reports/Img237.txt,train,204,
Img238,Reports/Img238.txt,train,198,
Img239,Reports/Img239.txt,train,172,
Img240,Reports/Img240.txt,train,172,
Img241,Reports/Img241.txt,train,168,
Img242,Reports/Img242.txt,train,205,
Img243,Reports/Img243.txt,train,153,
Img244,Reports/Img244.txt,train,153,
Img245,Reports/Img245.txt,train,169,
Img246,Reports/Img246.txt,train,169,
Img247,Reports/Img247.txt,train,172,
Img248,Reports/Img248.txt,train,172,
Img249,Reports/Img249.txt,train,169,
Img250,Reports/Img250.txt,train,169,
Img251,Reports/Img251.txt,train,206,
Img252,Reports/Img252.txt,train,207,
Img253,Reports/Img253.txt,train,208,
Img254,Reports/Img254.txt,train,209,
Img255,Reports/Img255.txt,train,210,
Img256,Reports/Img256.txt,train,203,
Img257,Reports/Img257.txt,train,211,
Img258,Reports/Img258.txt,train,170,
Img259,Reports/Img259.txt,train,212,
Img260,Reports/Img260.txt,train,213,
Img261,Reports/Img261.txt,train,214,
Img262,Reports/Img262.txt,train,215,
Img263,Reports/Img263.txt,train,216,
Img264,Reports/Img264.txt,train,146,
Img265,Reports/Img265.txt,train,217,
Img266,Reports/Img266.txt,train,148,
Img267,Reports/Img267.txt,train,198,
Img268,Reports/Img268.txt,train,218,
Img269,Reports/Img269.txt,train,219,
Img270,Reports/Img270.txt,train,220,
Img271,Reports/Img271.txt,train,161,
Img272,Reports/Img272.txt,train,221,
Img273,Reports/Img273.txt,train,222,
Img274,Reports/Img274.txt,train,223,
Img275,Reports/Img275.txt,train,224,
Img276,Reports/Img276.txt,train,225,
Img277,Reports/Img277.txt,train,226,
Img278,Reports/Img278.txt,train,227,
Img279,Reports/Img279.txt,train,228,
Img280,Reports/Img280.txt,train,229,
Img281,Reports/Img281.txt,train,230,
Img282,Reports/Img282.txt,train,231,
Img283,Reports/Img283.txt,train,232,
Img284,Reports/Img284.txt,train,233,
Img285,Reports/Img285.txt,train,234,
Img286,Reports/Img286.txt,train,235,
Img287,Reports/Img287.txt,train,236,
Img288,Reports/Img288.txt,train,237,
Img289,Reports/Img289.txt,train,238,
Img290,Reports/Img290.txt,train,239,
Img291,Reports/Img291.txt,train,240,
Img292,Reports/Img292.txt,train,241,
Img293,Reports/Img293.txt,train,242,
Img294,Reports/Img294.txt,train,243,
Img295,Reports/Img295.txt,train,244,
Img296,Reports/Img296.txt,train,245,
Img297,Reports/Img297.txt,train,246,
Img298,Reports/Img298.txt,train,247,
Img299,Reports/Img299.txt,train,248,
Img300,Reports/Img300.txt,train,249,
Img301,Reports/Img301.txt,train,250,
Img302,Reports/Img302.txt,train,251,
Img303,Reports/Img303.txt,train,252,
Img304,Reports/Img304.txt,train,253,
Img305,Reports/Img305.txt,train,254,
Img306,Reports/Img306.txt,train,255,
Img307,Reports/Img307.txt,train,256,
Img308,Reports/Img308.txt,train,257,
Img309,Reports/Img309.txt,train,258,
Img310,Reports/Img310.txt,train,259,
Img311,Reports/Img311.txt,train,260,
Img312,Reports/Img312.txt,train,261,
Img313,Reports/Img313.txt,train,262,
Img314,Reports/Img314.txt,train,161,
Img315,Reports/Img315.txt,train,263,
Img316,Reports/Img316.txt,train,264,
Img317,Reports/Img317.txt,train,265,
Img318,Reports/Img318.txt,train,266,
Img319,Reports/Img319.txt,train,267,
Img320,Reports/Img320.txt,train,268,
Img321,Reports/Img321.txt,train,269,
Img322,Reports/Img322.txt,train,270,
Img323,Reports/Img323.txt,train,271,
Img324,Reports/Img324.txt,train,272,
Img325,Reports/Img325.txt,train,273,
Img326,Reports/Img326.txt,train,274,
Img327,Reports/Img327.txt,train,275,
Img328,Reports/Img328.txt,train,276,
Img329,Reports/Img329.txt,train,277,
Img330,Reports/Img330.txt,train,278,
Img331,Reports/Img331.txt,train,279,
Img332,Reports/Img332.txt,train,280,
Img333,Reports/Img333.txt,train,281,
Img334,Reports/Img334.txt,train,282,
Img335,Reports/Img335.txt,train,283,
Img336,Reports/Img336.txt,train,283,
Img337,Reports/Img337.txt,train,284,
Img338,Reports/Img338.txt,train,284,
Img339,Reports/Img339.txt,train,285,
Img340,Reports/Img340.txt,train,286,
Img341,Reports/Img341.txt,train,287,
Img342,Reports/Img342.txt,train,288,
Img343,Reports/Img343.txt,train,289,
Img344,Reports/Img344.txt,train,289,
Img345,Reports/Img345.txt,train,290,
Img346,Reports/Img346.txt,train,291,
Img347,Reports/Img347.txt,train,292,
Img348,Reports/Img348.txt,train,292,
Img349,Reports/Img349.txt,train,293,
Img350,Reports/Img350.txt,train,294,
Img351,Reports/Img351.txt,train,295,
Img352,Reports/Img352.txt,train,295,
Img353,Reports/Img353.txt,train,296,
Img354,Reports/Img354.txt,train,297,
Img355,Reports/Img355.txt,train,298,
Img356,Reports/Img356.txt,train,299,
Img357,Reports/Img357.txt,train,300,
Img358,Reports/Img358.txt,train,301,
Img359,Reports/Img359.txt,train,302,
Img360,Reports/Img360.txt,train,303,
Img361,Reports/Img361.txt,train,304,
Img362,Reports/Img362.txt,train,305,
Img363,Reports/Img363.txt,train,306,
Img364,Reports/Img364.txt,train,306,
Img365,Reports/Img365.txt,train,307,
Img366,Reports/Img366.txt,train,308,
Img367,Reports/Img367.txt,train,309,
Img368,Reports/Img368.txt,train,310,
Img369,Reports/Img369.txt,train,311,
Img370,Reports/Img370.txt,train,312,
Img371,Reports/Img371.txt,train,302,
Img372,Reports/Img372.txt,train,302,
Img373,Reports/Img373.txt,train,313,
Img374,Reports/Img374.txt,train,313,
Img375,Reports/Img375.txt,train,314,
Img376,Reports/Img376.txt,train,314,
Img377,Reports/Img377.txt,train,315,
Img378,Reports/Img378.txt,train,315,
Img379,Reports/Img379.txt,train,302,
Img380,Reports/Img380.txt,train,302,
Img381,Reports/Img381.txt,train,316,
Img382,Reports/Img382.txt,train,317,
Img383,Reports/Img383.txt,train,318,
Img384,Reports/Img384.txt,train,302,
Img385,Reports/Img385.txt,train,319,
Img386,Reports/Img386.txt,train,320,
Img387,Reports/Img387.txt,train,321,
Img388,Reports/Img388.txt,train,322,
Img389,Reports/Img389.txt,train,323,
Img390,Reports/Img390.txt,train,324,
Img391,Reports/Img391.txt,train,325,
Img392,Reports/Img392.txt,train,325,
Img393,Reports/Img393.txt,train,326,
Img394,Reports/Img394.txt,train,327,
Img395,Reports/Img395.txt,train,325,
Img396,Reports/Img396.txt,train,325,
Img397,Reports/Img397.txt,train,326,
Img398,Reports/Img398.txt,train,326,
Img399,Reports/Img399.txt,train,328,
Img400,Reports/Img400.txt,train,328,
Img401,Reports/Img401.txt,train,329,
Img402,Reports/Img402.txt,train,330,
Img403,Reports/Img403.txt,train,331,
Img404,Reports/Img404.txt,train,332,
Img405,Reports/Img405.txt,train,333,
Img406,Reports/Img406.txt,train,334,
Img407,Reports/Img407.txt,train,335,
Img408,Reports/Img408.txt,val,336,
Img409,Reports/Img409.txt,val,337,
Img410,Reports/Img410.txt,val,338,
Img411,Reports/Img411.txt,val,339,
Img412,Reports/Img412.txt,val,340,
Img413,Reports/Img413.txt,val,341,
Img414,Reports/Img414.txt,val,342,
Img415,Reports/Img415.txt,val,343,
Img416,Reports/Img416.txt,val,344,
Img417,Reports/Img417.txt,val,345,
Img418,Reports/Img418.txt,val,346,
Img419,Reports/Img419.txt,val,347,
Img420,Reports/Img420.txt,val,348,
Img421,Reports/Img421.txt,val,349,
Img422,Reports/Img422.txt,val,350,
Img423,Reports/Img423.txt,val,351,
Img424,Reports/Img424.txt,val,352,
Img425,Reports/Img425.txt,val,353,
Img426,Reports/Img426.txt,val,354,
Img427,Reports/Img427.txt,val,355,
Img428,Reports/Img428.txt,val,356,
Img429,Reports/Img429.txt,val,357,
Img430,Reports/Img430.txt,val,358,
Img431,Reports/Img431.txt,val,359,
Img432,Reports/Img432.txt,val,360,
Img433,Reports/Img433.txt,val,361,
Img434,Reports/Img434.txt,val,362,
Img435,Reports/Img435.txt,val,363,
Img436,Reports/Img436.txt,val,364,
Img437,Reports/Img437.txt,val,365,
Img438,Reports/Img438.txt,val,366,
Img439,Reports/Img439.txt,val,367,
Img440,Reports/Img440.txt,val,368,
Img441,Reports/Img441.txt,val,369,
Img442,Reports/Img442.txt,val,370,
Img443,Reports/Img443.txt,val,371,
Img444,Reports/Img444.txt,val,372,
Img445,Reports/Img445.txt,val,373,
Img446,Reports/Img446.txt,val,374,
Img447,Reports/Img447.txt,val,375,
Img448,Reports/Img448.txt,val,376,
Img449,Reports/Img449.txt,val,377,
Img450,Reports/Img450.txt,val,378,
Img451,Reports/Img451.txt,val,379,
Img452,Reports/Img452.txt,val,380,
Img453,Reports/Img453.txt,val,381,
Img454,Reports/Img454.txt,val,382,
Img455,Reports/Img455.txt,val,383,
Img456,Reports/Img456.txt,val,384,
Img457,Reports/Img457.txt,val,385,
Img458,Reports/Img458.txt,val,386,
Img459,Reports/Img459.txt,test,387,
Img460,Reports/Img460.txt,test,388,
Img461,Reports/Img461.txt,test,389,
Img462,Reports/Img462.txt,test,314,yes
Img463,Reports/Img463.txt,test,390,
Img464,Reports/Img464.txt,test,302,yes
Img465,Reports/Img465.txt,test,391,
Img466,Reports/Img466.txt,test,392,
Img467,Reports/Img467.txt,test,393,
Img468,Reports/Img468.txt,test,394,
Img469,Reports/Img469.txt,test,395,
Img470,Reports/Img470.txt,test,396,
Img471,Reports/Img471.txt,test,397,
Img472,Reports/Img472.txt,test,398,
Img473,Reports/Img473.txt,test,399,
Img474,Reports/Img474.txt,test,400,
Img475,Reports/Img475.txt,test,401,
Img476,Reports/Img476.txt,test,402,
Img477,Reports/Img477.txt,test,403,
Img478,Reports/Img478.txt,test,404,
Img479,Reports/Img479.txt,test,405,
Img480,Reports/Img480.txt,test,406,
Img481,Reports/Img481.txt,test,407,
Img482,Reports/Img482.txt,test,408,
Img483,Reports/Img483.txt,test,409,
Img484,Reports/Img484.txt,test,410,
Img485,Reports/Img485.txt,test,411,
Img486,Reports/Img486.txt,test,409,
Img487,Reports/Img487.txt,test,412,
Img488,Reports/Img488.txt,test,413,
Img489,Reports/Img489.txt,test,414,
Img490,Reports/Img490.txt,test,415,
Img491,Reports/Img491.txt,test,416,
Img492,Reports/Img492.txt,test,417,
Img493,Reports/Img493.txt,test,418,
Img494,Reports/Img494.txt,test,419,
Img495,Reports/Img495.txt,test,420,
Img496,Reports/Img496.txt,test,421,
Img497,Reports/Img497.txt,test,422,
Img498,Reports/Img498.txt,test,423,
Img499,Reports/Img499.txt,test,424,
Img500,Reports/Img500.txt,test,425,
Img501,Reports/Img501.txt,test,426,
Img502,Reports/Img502.txt,test,427,
Img503,Reports/Img503.txt,test,428,
Img504,Reports/Img504.txt,test,429,
Img505,Reports/Img505.txt,test,430,
Img506,Reports/Img506.txt,test,295,yes
Img507,Reports/Img507.txt,test,431,
Img508,Reports/Img508.txt,test,432,
Img509,Reports/Img509.txt,test,433,
Img510,Reports/Img510.txt,test,434,
